eval_idx,cluster,dp,mp,sp,pp,sharded,active-chunks-per-dimension,preferred-dataset-splits,collective-optimization,inter-node-bw,intra-node-bw,batch_size,exec_time,is_oom,objective_0,objective_1
235,cl2,1,2,8,2,True,2,1,baseline,100,900,8,1704.5618888854979,False,3.231612774126668,4.463892988985907
236,cl2,1,2,8,2,True,2,1,baseline,100,900,16,3345.410023498535,False,3.524449353801888,4.463892988985907
237,cl2,1,2,8,2,True,2,1,baseline,100,900,24,5002.18896560669,False,3.699160093865922,4.463892988985907
238,cl2,1,2,8,2,True,2,1,baseline,100,600,8,1708.3465209960937,False,3.2325759675781156,4.290034611362518
239,cl2,1,2,8,2,True,2,1,baseline,100,600,16,3351.454815673828,False,3.5252333686094093,4.290034611362518
240,cl2,1,2,8,2,True,2,1,baseline,100,600,24,5010.911817169189,False,3.699916760025694,4.290034611362518
241,cl2,1,2,16,1,True,1,1,localBWAware,200,900,8,1062.0489852905273,False,3.0261445483374914,4.468347330412158
242,cl2,1,2,16,1,True,1,1,localBWAware,200,900,16,1926.4875617980956,False,3.2847662093729544,4.468347330412158
243,cl2,1,2,16,1,True,1,1,localBWAware,200,900,24,2823.3029914855956,False,3.4507574883024787,4.468347330412158
244,cl2,1,2,16,1,True,1,1,localBWAware,200,600,8,1059.360326385498,False,3.025043704341991,4.296665190261531
245,cl2,1,2,16,1,True,1,1,localBWAware,200,600,16,1924.516738128662,False,3.2843216926430303,4.296665190261531
246,cl2,1,2,16,1,True,1,1,localBWAware,200,600,24,2826.9255615234374,False,3.4513143728173437,4.296665190261531
247,cl2,1,2,16,1,True,1,1,localBWAware,100,900,8,1421.6820602416994,False,3.1528024832283106,4.463892988985907
248,cl2,1,2,16,1,True,1,1,localBWAware,100,900,16,2476.8128242492676,False,3.393893187664892,4.463892988985907
249,cl2,1,2,16,1,True,1,1,localBWAware,100,900,24,3531.943659210205,False,3.548013767190562,4.463892988985907
250,cl2,1,2,16,1,True,1,1,localBWAware,100,600,8,1423.5702415466308,False,3.153378900891819,4.290034611362518
251,cl2,1,2,16,1,True,1,1,localBWAware,100,600,16,2478.944231414795,False,3.3942667565938587,4.290034611362518
252,cl2,1,2,16,1,True,1,1,localBWAware,100,600,24,3535.9815216064453,False,3.5485099868033307,4.290034611362518
253,cl2,1,2,16,1,True,1,1,baseline,200,900,8,1062.0489852905273,False,3.0261445483374914,4.468347330412158
254,cl2,1,2,16,1,True,1,1,baseline,200,900,16,1926.4875617980956,False,3.2847662093729544,4.468347330412158
255,cl2,1,2,16,1,True,1,1,baseline,200,900,24,2823.3029914855956,False,3.4507574883024787,4.468347330412158
256,cl2,1,2,16,1,True,1,1,baseline,200,600,8,1059.360326385498,False,3.025043704341991,4.296665190261531
257,cl2,1,2,16,1,True,1,1,baseline,200,600,16,1924.516738128662,False,3.2843216926430303,4.296665190261531
258,cl2,1,2,16,1,True,1,1,baseline,200,600,24,2826.9255615234374,False,3.4513143728173437,4.296665190261531
259,cl2,1,2,16,1,True,1,1,baseline,100,900,8,1421.6820602416994,False,3.1528024832283106,4.463892988985907
260,cl2,1,2,16,1,True,1,1,baseline,100,900,16,2476.8128242492676,False,3.393893187664892,4.463892988985907
261,cl2,1,2,16,1,True,1,1,baseline,100,900,24,3531.943659210205,False,3.548013767190562,4.463892988985907
262,cl2,1,2,16,1,True,1,1,baseline,100,600,8,1423.5702415466308,False,3.153378900891819,4.290034611362518
263,cl2,1,2,16,1,True,1,1,baseline,100,600,16,2478.944231414795,False,3.3942667565938587,4.290034611362518
264,cl2,1,2,16,1,True,1,1,baseline,100,600,24,3535.9815216064453,False,3.5485099868033307,4.290034611362518
265,cl2,1,2,16,1,True,2,1,localBWAware,200,900,8,1062.0489852905273,False,3.0261445483374914,4.468347330412158
266,cl2,1,2,16,1,True,2,1,localBWAware,200,900,16,1926.4875617980956,False,3.2847662093729544,4.468347330412158
267,cl2,1,2,16,1,True,2,1,localBWAware,200,900,24,2823.3029914855956,False,3.4507574883024787,4.468347330412158
268,cl2,1,2,16,1,True,2,1,localBWAware,200,600,8,1059.360326385498,False,3.025043704341991,4.296665190261531
269,cl2,1,2,16,1,True,2,1,localBWAware,200,600,16,1924.516738128662,False,3.2843216926430303,4.296665190261531
270,cl2,1,2,16,1,True,2,1,localBWAware,200,600,24,2826.9255615234374,False,3.4513143728173437,4.296665190261531
271,cl2,1,2,16,1,True,2,1,localBWAware,100,900,8,1421.6820602416994,False,3.1528024832283106,4.463892988985907
272,cl2,1,2,16,1,True,2,1,localBWAware,100,900,16,2476.8128242492676,False,3.393893187664892,4.463892988985907
273,cl2,1,2,16,1,True,2,1,localBWAware,100,900,24,3531.943659210205,False,3.548013767190562,4.463892988985907
274,cl2,1,2,16,1,True,2,1,localBWAware,100,600,8,1423.5702415466308,False,3.153378900891819,4.290034611362518
275,cl2,1,2,16,1,True,2,1,localBWAware,100,600,16,2478.944231414795,False,3.3942667565938587,4.290034611362518
276,cl2,1,2,16,1,True,2,1,localBWAware,100,600,24,3535.9815216064453,False,3.5485099868033307,4.290034611362518
277,cl2,1,2,16,1,True,2,1,baseline,200,900,8,1062.0489852905273,False,3.0261445483374914,4.468347330412158
278,cl2,1,2,16,1,True,2,1,baseline,200,900,16,1926.4875617980956,False,3.2847662093729544,4.468347330412158
279,cl2,1,2,16,1,True,2,1,baseline,200,900,24,2823.3029914855956,False,3.4507574883024787,4.468347330412158
280,cl2,1,2,16,1,True,2,1,baseline,200,600,8,1059.360326385498,False,3.025043704341991,4.296665190261531
281,cl2,1,2,16,1,True,2,1,baseline,200,600,16,1924.516738128662,False,3.2843216926430303,4.296665190261531
282,cl2,1,2,16,1,True,2,1,baseline,200,600,24,2826.9255615234374,False,3.4513143728173437,4.296665190261531
283,cl2,1,2,16,1,True,2,1,baseline,100,900,8,1421.6820602416994,False,3.1528024832283106,4.463892988985907
284,cl2,1,2,16,1,True,2,1,baseline,100,900,16,2476.8128242492676,False,3.393893187664892,4.463892988985907
285,cl2,1,2,16,1,True,2,1,baseline,100,900,24,3531.943659210205,False,3.548013767190562,4.463892988985907
286,cl2,1,2,16,1,True,2,1,baseline,100,600,8,1423.5702415466308,False,3.153378900891819,4.290034611362518
287,cl2,1,2,16,1,True,2,1,baseline,100,600,16,2478.944231414795,False,3.3942667565938587,4.290034611362518
288,cl2,1,2,16,1,True,2,1,baseline,100,600,24,3535.9815216064453,False,3.5485099868033307,4.290034611362518
289,cl2,1,4,2,4,True,1,1,localBWAware,200,900,8,3002.525804901123,False,3.4774867485905157,4.468347330412158
290,cl2,1,4,2,4,True,1,1,localBWAware,200,900,16,5998.191313934326,False,3.7780203135843853,4.468347330412158
291,cl2,1,4,2,4,True,1,1,localBWAware,200,900,24,8993.981355285645,False,3.953951982931172,4.468347330412158
292,cl2,1,4,2,4,True,1,1,localBWAware,200,600,8,3023.78684463501,False,3.4805511732506087,4.296665190261531
293,cl2,1,4,2,4,True,1,1,localBWAware,200,600,16,6039.120664215088,False,3.7809737070845957,4.296665190261531
294,cl2,1,4,2,4,True,1,1,localBWAware,200,600,24,9054.512894439698,False,3.956865091541613,4.296665190261531
295,cl2,1,4,2,4,True,1,1,localBWAware,100,900,8,3008.8664176940915,False,3.4784029071331948,4.463892988985907
296,cl2,1,4,2,4,True,1,1,localBWAware,100,900,16,6010.872539520264,False,3.7789375188570027,4.463892988985907
297,cl2,1,4,2,4,True,1,1,localBWAware,100,900,24,9013.003193664552,False,3.9548695249542676,4.463892988985907
298,cl2,1,4,2,4,True,1,1,localBWAware,100,600,8,3030.1274574279782,False,3.481460896783969,4.290034611362518
299,cl2,1,4,2,4,True,1,1,localBWAware,100,600,16,6051.801889801025,False,3.7818847026336226,4.290034611362518
300,cl2,1,4,2,4,True,1,1,localBWAware,100,600,24,9073.534732818604,False,3.957776506013309,4.290034611362518
301,cl2,1,4,2,4,True,1,1,baseline,200,900,8,3002.525804901123,False,3.4774867485905157,4.468347330412158
302,cl2,1,4,2,4,True,1,1,baseline,200,900,16,5998.191313934326,False,3.7780203135843853,4.468347330412158
303,cl2,1,4,2,4,True,1,1,baseline,200,900,24,8993.981355285645,False,3.953951982931172,4.468347330412158
304,cl2,1,4,2,4,True,1,1,baseline,200,600,8,3023.78684463501,False,3.4805511732506087,4.296665190261531
305,cl2,1,4,2,4,True,1,1,baseline,200,600,16,6039.120664215088,False,3.7809737070845957,4.296665190261531
306,cl2,1,4,2,4,True,1,1,baseline,200,600,24,9054.512894439698,False,3.956865091541613,4.296665190261531
307,cl2,1,4,2,4,True,1,1,baseline,100,900,8,3008.8664176940915,False,3.4784029071331948,4.463892988985907
308,cl2,1,4,2,4,True,1,1,baseline,100,900,16,6010.872539520264,False,3.7789375188570027,4.463892988985907
309,cl2,1,4,2,4,True,1,1,baseline,100,900,24,9013.003193664552,False,3.9548695249542676,4.463892988985907
310,cl2,1,4,2,4,True,1,1,baseline,100,600,8,3030.1274574279782,False,3.481460896783969,4.290034611362518
311,cl2,1,4,2,4,True,1,1,baseline,100,600,16,6051.801889801025,False,3.7818847026336226,4.290034611362518
312,cl2,1,4,2,4,True,1,1,baseline,100,600,24,9073.534732818604,False,3.957776506013309,4.290034611362518
313,cl2,1,4,2,4,True,2,1,localBWAware,200,900,8,3002.525804901123,False,3.4774867485905157,4.468347330412158
314,cl2,1,4,2,4,True,2,1,localBWAware,200,900,16,5998.191313934326,False,3.7780203135843853,4.468347330412158
315,cl2,1,4,2,4,True,2,1,localBWAware,200,900,24,8993.981355285645,False,3.953951982931172,4.468347330412158
316,cl2,1,4,2,4,True,2,1,localBWAware,200,600,8,3023.78684463501,False,3.4805511732506087,4.296665190261531
317,cl2,1,4,2,4,True,2,1,localBWAware,200,600,16,6039.120664215088,False,3.7809737070845957,4.296665190261531
318,cl2,1,4,2,4,True,2,1,localBWAware,200,600,24,9054.512894439698,False,3.956865091541613,4.296665190261531
319,cl2,1,4,2,4,True,2,1,localBWAware,100,900,8,3008.8664176940915,False,3.4784029071331948,4.463892988985907
320,cl2,1,4,2,4,True,2,1,localBWAware,100,900,16,6010.872539520264,False,3.7789375188570027,4.463892988985907
321,cl2,1,4,2,4,True,2,1,localBWAware,100,900,24,9013.003193664552,False,3.9548695249542676,4.463892988985907
322,cl2,1,4,2,4,True,2,1,localBWAware,100,600,8,3030.1274574279782,False,3.481460896783969,4.290034611362518
323,cl2,1,4,2,4,True,2,1,localBWAware,100,600,16,6051.801889801025,False,3.7818847026336226,4.290034611362518
324,cl2,1,4,2,4,True,2,1,localBWAware,100,600,24,9073.534732818604,False,3.957776506013309,4.290034611362518
325,cl2,1,4,2,4,True,2,1,baseline,200,900,8,3002.525804901123,False,3.4774867485905157,4.468347330412158
326,cl2,1,4,2,4,True,2,1,baseline,200,900,16,5998.191313934326,False,3.7780203135843853,4.468347330412158
327,cl2,1,4,2,4,True,2,1,baseline,200,900,24,8993.981355285645,False,3.953951982931172,4.468347330412158
328,cl2,1,4,2,4,True,2,1,baseline,200,600,8,3023.78684463501,False,3.4805511732506087,4.296665190261531
329,cl2,1,4,2,4,True,2,1,baseline,200,600,16,6039.120664215088,False,3.7809737070845957,4.296665190261531
330,cl2,1,4,2,4,True,2,1,baseline,200,600,24,9054.512894439698,False,3.956865091541613,4.296665190261531
331,cl2,1,4,2,4,True,2,1,baseline,100,900,8,3008.8664176940915,False,3.4784029071331948,4.463892988985907
332,cl2,1,4,2,4,True,2,1,baseline,100,900,16,6010.872539520264,False,3.7789375188570027,4.463892988985907
333,cl2,1,4,2,4,True,2,1,baseline,100,900,24,9013.003193664552,False,3.9548695249542676,4.463892988985907
334,cl2,1,4,2,4,True,2,1,baseline,100,600,8,3030.1274574279782,False,3.481460896783969,4.290034611362518
335,cl2,1,4,2,4,True,2,1,baseline,100,600,16,6051.801889801025,False,3.7818847026336226,4.290034611362518
336,cl2,1,4,2,4,True,2,1,baseline,100,600,24,9073.534732818604,False,3.957776506013309,4.290034611362518
337,cl2,1,4,4,2,True,1,1,localBWAware,200,900,8,1599.8480850219726,False,3.2040787458003166,4.468347330412158
338,cl2,1,4,4,2,True,1,1,localBWAware,200,900,16,3165.1038253784177,False,3.500387960814467,4.468347330412158
339,cl2,1,4,4,2,True,1,1,localBWAware,200,900,24,4735.685929870605,False,3.6753828923113567,4.468347330412158
340,cl2,1,4,4,2,True,1,1,localBWAware,200,600,8,1610.327247619629,False,3.2069141414937,4.296665190261531
341,cl2,1,4,4,2,True,1,1,localBWAware,200,600,16,3182.958219909668,False,3.5028309380298093,4.296665190261531
342,cl2,1,4,4,2,True,1,1,localBWAware,200,600,24,4762.04449081421,False,3.6777934486129276,4.296665190261531
343,cl2,1,4,4,2,True,1,1,localBWAware,100,900,8,1714.4968254089354,False,3.234136685304764,4.463892988985907
344,cl2,1,4,4,2,True,1,1,localBWAware,100,900,16,3345.77506942749,False,3.5244967407536887,4.463892988985907
345,cl2,1,4,4,2,True,1,1,localBWAware,100,900,24,4986.127894592285,False,3.697763413999952,4.463892988985907
346,cl2,1,4,4,2,True,1,1,localBWAware,100,600,8,1724.964978790283,False,3.2367802822078295,4.290034611362518
347,cl2,1,4,4,2,True,1,1,localBWAware,100,600,16,3364.6635246276855,False,3.5269416401190106,4.290034611362518
348,cl2,1,4,4,2,True,1,1,localBWAware,100,600,24,5012.486455535888,False,3.7000532121032568,4.290034611362518
349,cl2,1,4,4,2,True,1,1,baseline,200,900,8,1599.8480850219726,False,3.2040787458003166,4.468347330412158
350,cl2,1,4,4,2,True,1,1,baseline,200,900,16,3165.1038253784177,False,3.500387960814467,4.468347330412158
351,cl2,1,4,4,2,True,1,1,baseline,200,900,24,4735.685929870605,False,3.6753828923113567,4.468347330412158
352,cl2,1,4,4,2,True,1,1,baseline,200,600,8,1610.327247619629,False,3.2069141414937,4.296665190261531
353,cl2,1,4,4,2,True,1,1,baseline,200,600,16,3182.958219909668,False,3.5028309380298093,4.296665190261531
354,cl2,1,4,4,2,True,1,1,baseline,200,600,24,4762.04449081421,False,3.6777934486129276,4.296665190261531
355,cl2,1,4,4,2,True,1,1,baseline,100,900,8,1714.4968254089354,False,3.234136685304764,4.463892988985907
356,cl2,1,4,4,2,True,1,1,baseline,100,900,16,3345.77506942749,False,3.5244967407536887,4.463892988985907
357,cl2,1,4,4,2,True,1,1,baseline,100,900,24,4986.127894592285,False,3.697763413999952,4.463892988985907
358,cl2,1,4,4,2,True,1,1,baseline,100,600,8,1724.964978790283,False,3.2367802822078295,4.290034611362518
359,cl2,1,4,4,2,True,1,1,baseline,100,600,16,3364.6635246276855,False,3.5269416401190106,4.290034611362518
360,cl2,1,4,4,2,True,1,1,baseline,100,600,24,5012.486455535888,False,3.7000532121032568,4.290034611362518
361,cl2,1,4,4,2,True,2,1,localBWAware,200,900,8,1599.8480850219726,False,3.2040787458003166,4.468347330412158
362,cl2,1,4,4,2,True,2,1,localBWAware,200,900,16,3165.1038253784177,False,3.500387960814467,4.468347330412158
363,cl2,1,4,4,2,True,2,1,localBWAware,200,900,24,4735.685929870605,False,3.6753828923113567,4.468347330412158
364,cl2,1,4,4,2,True,2,1,localBWAware,200,600,8,1610.327247619629,False,3.2069141414937,4.296665190261531
365,cl2,1,4,4,2,True,2,1,localBWAware,200,600,16,3182.958219909668,False,3.5028309380298093,4.296665190261531
366,cl2,1,4,4,2,True,2,1,localBWAware,200,600,24,4762.04449081421,False,3.6777934486129276,4.296665190261531
367,cl2,1,4,4,2,True,2,1,localBWAware,100,900,8,1714.4968254089354,False,3.234136685304764,4.463892988985907
368,cl2,1,4,4,2,True,2,1,localBWAware,100,900,16,3345.77506942749,False,3.5244967407536887,4.463892988985907
369,cl2,1,4,4,2,True,2,1,localBWAware,100,900,24,4986.127894592285,False,3.697763413999952,4.463892988985907
370,cl2,1,4,4,2,True,2,1,localBWAware,100,600,8,1724.964978790283,False,3.2367802822078295,4.290034611362518
371,cl2,1,4,4,2,True,2,1,localBWAware,100,600,16,3364.6635246276855,False,3.5269416401190106,4.290034611362518
372,cl2,1,4,4,2,True,2,1,localBWAware,100,600,24,5012.486455535888,False,3.7000532121032568,4.290034611362518
373,cl2,1,4,4,2,True,2,1,baseline,200,900,8,1599.8480850219726,False,3.2040787458003166,4.468347330412158
374,cl2,1,4,4,2,True,2,1,baseline,200,900,16,3165.1038253784177,False,3.500387960814467,4.468347330412158
375,cl2,1,4,4,2,True,2,1,baseline,200,900,24,4735.685929870605,False,3.6753828923113567,4.468347330412158
376,cl2,1,4,4,2,True,2,1,baseline,200,600,8,1610.327247619629,False,3.2069141414937,4.296665190261531
377,cl2,1,4,4,2,True,2,1,baseline,200,600,16,3182.958219909668,False,3.5028309380298093,4.296665190261531
378,cl2,1,4,4,2,True,2,1,baseline,200,600,24,4762.04449081421,False,3.6777934486129276,4.296665190261531
379,cl2,1,4,4,2,True,2,1,baseline,100,900,8,1714.4968254089354,False,3.234136685304764,4.463892988985907
380,cl2,1,4,4,2,True,2,1,baseline,100,900,16,3345.77506942749,False,3.5244967407536887,4.463892988985907
381,cl2,1,4,4,2,True,2,1,baseline,100,900,24,4986.127894592285,False,3.697763413999952,4.463892988985907
382,cl2,1,4,4,2,True,2,1,baseline,100,600,8,1724.964978790283,False,3.2367802822078295,4.290034611362518
383,cl2,1,4,4,2,True,2,1,baseline,100,600,16,3364.6635246276855,False,3.5269416401190106,4.290034611362518
384,cl2,1,4,4,2,True,2,1,baseline,100,600,24,5012.486455535888,False,3.7000532121032568,4.290034611362518
385,cl2,1,4,8,1,True,1,1,localBWAware,200,900,8,1077.4297668457032,False,3.032388969908889,4.468347330412158
386,cl2,1,4,8,1,True,1,1,localBWAware,200,900,16,1935.7224334716796,False,3.2868430832131716,4.468347330412158
387,cl2,1,4,8,1,True,1,1,localBWAware,200,900,24,2842.123997497559,False,3.4536430216048974,4.468347330412158
388,cl2,1,4,8,1,True,1,1,localBWAware,200,600,8,1083.590153503418,False,3.03486504998003,4.296665190261531
389,cl2,1,4,8,1,True,1,1,localBWAware,200,600,16,1946.6057739257812,False,3.2892780072240853,4.296665190261531
390,cl2,1,4,8,1,True,1,1,localBWAware,200,600,24,2856.9493972778323,False,3.455902548160961,4.296665190261531
391,cl2,1,4,8,1,True,1,1,localBWAware,100,900,8,1463.8869003295897,False,3.165507524495487,4.463892988985907
392,cl2,1,4,8,1,True,1,1,localBWAware,100,900,16,2499.715992736816,False,3.397890668754517,4.463892988985907
393,cl2,1,4,8,1,True,1,1,localBWAware,100,900,24,3536.6880157470705,False,3.548596750791432,4.463892988985907
394,cl2,1,4,8,1,True,1,1,localBWAware,100,600,8,1469.6210906982424,False,3.167205375951631,4.290034611362518
395,cl2,1,4,8,1,True,1,1,localBWAware,100,600,16,2510.1728439331055,False,3.3997036268921628,4.290034611362518
396,cl2,1,4,8,1,True,1,1,localBWAware,100,600,24,3551.338220214844,False,3.550392035348131,4.290034611362518
397,cl2,1,4,8,1,True,1,1,baseline,200,900,8,1077.4297668457032,False,3.032388969908889,4.468347330412158
398,cl2,1,4,8,1,True,1,1,baseline,200,900,16,1935.7224334716796,False,3.2868430832131716,4.468347330412158
399,cl2,1,4,8,1,True,1,1,baseline,200,900,24,2842.123997497559,False,3.4536430216048974,4.468347330412158
400,cl2,1,4,8,1,True,1,1,baseline,200,600,8,1083.590153503418,False,3.03486504998003,4.296665190261531
401,cl2,1,4,8,1,True,1,1,baseline,200,600,16,1946.6057739257812,False,3.2892780072240853,4.296665190261531
402,cl2,1,4,8,1,True,1,1,baseline,200,600,24,2856.9493972778323,False,3.455902548160961,4.296665190261531
403,cl2,1,4,8,1,True,1,1,baseline,100,900,8,1463.8869003295897,False,3.165507524495487,4.463892988985907
404,cl2,1,4,8,1,True,1,1,baseline,100,900,16,2499.715992736816,False,3.397890668754517,4.463892988985907
405,cl2,1,4,8,1,True,1,1,baseline,100,900,24,3536.6880157470705,False,3.548596750791432,4.463892988985907
406,cl2,1,4,8,1,True,1,1,baseline,100,600,8,1469.6210906982424,False,3.167205375951631,4.290034611362518
407,cl2,1,4,8,1,True,1,1,baseline,100,600,16,2510.1728439331055,False,3.3997036268921628,4.290034611362518
408,cl2,1,4,8,1,True,1,1,baseline,100,600,24,3551.338220214844,False,3.550392035348131,4.290034611362518
409,cl2,1,4,8,1,True,2,1,localBWAware,200,900,8,1077.4297668457032,False,3.032388969908889,4.468347330412158
410,cl2,1,4,8,1,True,2,1,localBWAware,200,900,16,1935.7224334716796,False,3.2868430832131716,4.468347330412158
411,cl2,1,4,8,1,True,2,1,localBWAware,200,900,24,2842.123997497559,False,3.4536430216048974,4.468347330412158
412,cl2,1,4,8,1,True,2,1,localBWAware,200,600,8,1083.590153503418,False,3.03486504998003,4.296665190261531
413,cl2,1,4,8,1,True,2,1,localBWAware,200,600,16,1946.6057739257812,False,3.2892780072240853,4.296665190261531
414,cl2,1,4,8,1,True,2,1,localBWAware,200,600,24,2856.9493972778323,False,3.455902548160961,4.296665190261531
415,cl2,1,4,8,1,True,2,1,localBWAware,100,900,8,1463.8869003295897,False,3.165507524495487,4.463892988985907
416,cl2,1,4,8,1,True,2,1,localBWAware,100,900,16,2499.715992736816,False,3.397890668754517,4.463892988985907
